0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,group
-0.46942282,0.14274389,-0.6551027,1.2099947,-0.4789702,0.3697254,-1.0299591,-0.22031078,0.14481571,-0.25124538,0.2525033,-1.3728077,-1.0773777,-0.7354011,-1.2208433,0.73951966,0.7628242,-0.8642898,-1.0546442,-0.72676593,0.3097592,0.121352404,-0.5119712,0.3014129,-0.9672792,0.060667306,-0.9536209,0.75394714,0.31683055,1.2416295,0.13631707,0.98692226,0.57238925,0.30474126,-1.3786945,-0.4268062,1.2230706,0.8770252,-0.55282676,0.8648115,0.5721921,0.05440563,-0.22574526,1.2958043,0.10847634,-0.7962882,-1.3058023,0.44670948,-0.17770296,0.9823057,1.1175578,0.5330623,0.7657143,-1.2460911,0.2137332,0.0628244,1.2093272,1.1987219,-1.0888231,0.4187928,0.3461298,0.5665684,0.09296337,-0.48761797,-0.66962934,0.3586947,0.6721885,-0.23060302,0.123554975,-0.46706033,-1.2886696,-1.2723925,1.1109399,1.056863,-0.04058975,0.21168852,0.4079122,0.305537,0.14791077,0.16213153,-0.19052027,0.7431438,0.44346768,0.039965004,-0.8533081,0.9448863,0.7986982,-0.18366237,-0.07675356,-0.83717275,1.083366,-1.5961266,-1.1774087,-0.046845645,1.3705386,-1.1892695,-0.38192797,0.7514589,0.95382166,-0.118119806,-0.042730182,-0.2159737,0.71404624,0.9996158,0.26090726,0.019062579,0.9581188,0.7418278,0.6003048,-0.9237528,0.51138604,0.9646919,0.5038818,-0.35406882,-0.10158541,0.9858018,-0.30785635,-1.3037136,0.46298525,0.8141204,0.36845538,0.12191588,0.8026515,0.4495488,-0.18906039,-1.3117032,-1.2554959,1.1667032,0
0.14090095,-0.22477476,-0.17608726,-0.47597975,0.4279182,0.11311859,-0.19113755,-0.55032986,-0.17986412,0.7947024,-0.18822998,-1.2225803,0.97156703,0.36571017,0.76457334,0.5833045,0.57084495,0.232014,0.21887241,0.19260833,0.80066067,-0.079059646,0.3208916,-0.5219236,0.7066889,0.7583662,0.842788,-0.07532578,-0.7330389,0.8065495,0.6252916,0.13739628,0.4247185,-0.4932046,0.063405335,0.2546453,1.2850822,1.4469656,0.5870839,0.2823978,0.23974997,-0.40602767,1.0613937,-0.25750494,-0.57916963,0.21705078,-0.7623911,0.054882854,0.09523302,-0.90659726,0.47065485,-0.3718991,0.0018562078,0.9942876,0.72960705,-0.8062527,0.7611311,0.37991223,0.27905035,0.00019995868,-0.08676452,0.42169943,-0.6742897,0.84135765,0.8037864,-0.6323082,-0.023089886,0.07233229,0.42965654,0.6683631,0.8607159,0.7904691,0.54603434,-0.44344008,0.1392912,-0.075570434,-0.3187534,0.9287725,0.28859425,-1.079783,-0.011977166,0.82855225,0.5293938,-0.2569137,-0.8116982,0.46238336,0.53390145,-0.3387356,-0.98180246,0.2826286,-0.3196059,0.047112063,0.48036334,-0.6806448,-0.21917978,0.72236776,-0.62978387,0.19321372,0.07769354,-0.23268819,-0.5495116,-0.5228862,-0.27023563,0.02217187,0.7726754,-0.109083146,1.4046168,0.26131868,0.9978822,0.6889727,-0.47054753,-0.56104326,-0.4058079,-0.45862973,0.85947186,-0.43637577,0.73173815,0.44480443,-0.662368,0.1943155,-0.11049565,-0.6197718,-0.30375442,0.94158435,0.4208252,-0.09990362,0.21197692,-1.0634811,0
0.65244615,-0.60921836,-0.788829,0.33930588,1.0695528,0.60158485,-0.29018492,-0.15732329,0.70907116,-0.3746142,0.71329063,-0.33199155,-1.1082776,-0.5401678,-0.11908892,0.17042346,0.30292812,-0.16275904,-0.24827464,0.67895156,-0.041426294,-0.8034386,-0.6900473,-1.1727016,-1.0215861,0.8220719,0.22041684,0.8461304,-0.014345765,-0.27140105,-0.39096373,-0.57128245,0.98899037,1.056057,0.930752,-0.42412132,1.2691944,-0.5042298,-0.2783051,0.2064834,-0.41769117,0.045483395,0.42436054,0.031726472,-0.520171,-0.20233427,0.08422996,-0.090673864,0.33153176,0.065569825,-0.9509161,0.01244805,0.3104751,-0.051013432,-0.110780686,0.18666121,-0.039046586,0.13712174,-0.7732969,-0.24429974,-0.8323021,0.49289957,0.10185757,0.10428086,0.15398914,-0.29823977,0.48967654,0.49698484,0.24389806,-0.15530378,-0.33969778,0.74469155,-0.4867651,0.09297037,0.6099111,0.58686185,-0.17793041,0.043152347,0.95631367,0.2905711,-0.101466775,0.58003426,-0.061213035,-0.11246616,1.0096549,-0.45560116,0.4935625,-0.34894535,0.32594603,-0.069753006,-0.93507123,1.0638598,0.25122705,-0.15785885,0.8012586,0.1289684,-1.5482675,-0.39620194,0.2609978,-0.04981419,-0.8742425,0.81564605,-0.0938808,0.46951565,-0.49432772,0.32863504,0.29474762,0.34813946,0.5441614,-0.5136722,0.36015397,-1.1953175,0.12096524,0.18990844,0.7785247,0.5150312,-0.56710136,1.0634567,0.17395085,0.075424075,0.34216368,0.79664433,-1.0932829,0.8747188,0.36923295,0.38733706,0.25347564,-0.083693296,1
0.02154435,0.83453685,1.0641174,0.9240477,0.6162829,0.19054627,0.2745698,-0.42139363,-0.32705536,-0.40036523,-0.77260613,-0.14037544,0.32547575,-0.12977166,0.4265254,0.5529541,0.14220011,-0.1339118,0.24522297,-0.44804317,-0.23285899,0.054399744,-0.46354058,-0.43133545,-0.11533424,-0.38833722,0.27767497,0.7297488,0.46812865,0.24134716,-0.43809474,0.38807625,0.15033033,-0.1027325,-0.17855328,-0.10707141,0.14237669,0.36722466,-0.81895083,0.036213435,-0.06607743,0.29587382,0.23197964,-1.1004716,0.91207623,0.07931571,0.6690138,0.78906834,1.318091,0.4797089,0.43548867,-0.1996453,0.32030255,0.4126503,-1.1275766,0.00063711405,0.45812482,0.7181927,-0.50615865,-0.21062121,0.6352348,0.33762088,-1.0386969,0.6129402,-0.043322414,0.07584122,0.70089155,0.7390379,-0.077923834,0.20866987,-0.14105189,0.05538088,0.18254659,0.42569232,-0.23702078,0.6639111,0.16311076,-0.1571257,0.006668061,-0.25896835,-0.022259772,0.8505131,0.10547853,0.5692189,0.7003742,-0.09382097,-0.11491962,0.46338958,-0.090349145,0.47217017,-0.7092097,0.4386042,0.9240439,-0.28611478,0.15906611,0.64221585,-0.14497826,0.95985365,-0.09613933,0.926988,-0.05814814,0.5447327,0.39157328,0.07082529,-0.08017331,-0.40379107,0.07059857,-0.31459165,0.8963515,0.8259145,-0.76539075,-0.042827018,-0.17682758,0.67179596,0.5835851,-0.4468729,0.626793,-0.25486553,-1.2324657,0.058125734,-0.06259212,-0.32941157,0.20659503,0.08048296,0.5792441,0.15989175,0.25357017,-0.91730237,0
-1.2139959,0.619062,0.40901697,0.5137733,-0.858067,-1.7355044,0.15719679,-1.2966259,0.19858721,0.2516852,1.2115474,0.03092286,-0.039311677,-0.6825737,-0.83966196,-0.16323389,1.2370979,-0.25878593,0.73903656,0.07273186,0.792129,0.25884736,1.1664065,0.4540594,0.8989062,0.66523874,-1.3030837,1.2673023,0.33242783,0.1260798,0.4296145,0.7731454,0.54857177,-0.06741937,0.08532539,0.6055022,-0.9492377,-0.41972134,0.12778778,-0.5439932,-0.1772536,0.6182089,0.24734443,0.5084752,-1.2849996,0.5563887,-0.62889624,0.4898958,0.4803952,0.7159968,0.08946383,-0.35871005,0.62102056,1.097703,-0.05283504,0.16819444,-0.3334818,0.79334927,0.19430569,0.025634333,-0.024326283,-0.13577706,-0.2430815,0.45393002,0.9899055,0.995288,0.52139336,-0.4254935,-0.116574675,-0.51105267,0.4089211,-1.2118127,0.45484692,0.2685907,-1.198557,-1.4827794,-1.2613486,1.0009531,-0.33427125,0.191689,0.12226793,-0.23878431,0.1779258,-0.6318258,0.11382377,0.654358,-0.49901265,0.3281654,0.6218235,0.95584345,-0.96297705,-1.4267149,-0.6608375,0.21675503,1.0755053,0.25824642,-1.0119314,1.1046263,-1.1539323,-1.1943444,0.06768365,-0.5719581,1.2169437,0.6489353,0.14366388,-1.1121432,0.44096297,0.75978774,0.8289303,1.1737099,-0.11882045,0.11195615,-1.5354671,0.45391363,-0.72799486,-1.5776603,0.24251473,0.7975769,0.5034267,0.9504812,1.340524,-0.66127574,-0.5519521,-1.5821742,-0.21002692,-0.10725407,-0.6209341,-0.8517137,1
-0.13862833,-0.052820228,1.0525591,0.69169575,0.99922246,0.5531673,-0.39830643,-0.3395092,-0.2957673,1.0735273,0.7538143,-0.101941645,-1.1701689,0.07633785,-0.13088594,-0.19132921,-0.88382906,0.173022,-1.1779991,-0.62443775,-1.1476912,-1.2990656,-0.95418185,0.30141696,0.19087707,-0.07472566,0.61234057,-0.1898836,0.5032741,-0.881071,0.38016093,0.54867995,-0.6764653,0.30785224,-0.86124444,0.14076486,0.9953169,-0.21408749,0.14931749,-1.1344284,0.055751994,-0.035811037,-0.6196792,-0.88091916,0.21276133,0.8017199,0.7474017,0.44372562,-0.9864488,0.99714,-0.11304194,-0.94146186,0.40254933,-0.11493328,0.55126494,0.1630092,-0.53938925,0.46098152,-0.9017355,-1.0748385,-0.99377036,0.8081759,0.7002728,-0.12280159,0.061789483,-0.5639957,1.3267759,0.39752913,0.39020756,-0.9243746,-0.20408767,0.51429427,-0.18549715,-0.8388591,0.76339865,0.8480885,-1.4935516,1.3195904,0.9033238,0.7660343,0.7908757,-0.46087596,-0.15649784,-0.35612252,0.83541584,0.8472682,0.6804203,0.50206876,0.9749137,0.18544756,-1.1418184,0.111091405,-1.0857928,0.9713086,-0.24701276,-0.123235285,0.55863494,0.007559776,1.3440751,-0.6694248,0.07472448,0.830969,0.504858,0.058349885,-0.6990744,-0.22350001,-0.4112616,-0.17174311,0.08362413,-0.45700204,0.09029627,0.16100885,0.43651736,0.054525495,0.06558958,-0.7782706,0.4220945,0.3537324,-1.3808082,0.5496785,0.9343474,-0.5344843,-0.37874782,-1.0856569,0.04296449,0.521253,0.47297534,0.1479728,0
0.46592307,0.21729249,1.3475051,0.20320706,-0.82129323,-0.12459126,0.84929246,-0.046370633,-0.4382087,-0.4902603,-0.78568596,-0.9007094,0.5019655,0.6225889,-1.4923357,-0.28290927,0.88499296,1.1251168,-0.50447416,0.49213853,-0.42111474,-1.2180498,0.9123485,0.74617636,0.32965153,-0.13696758,-1.0402617,0.35999057,-1.1835567,-0.09617412,0.6267585,-0.60895777,-0.21199626,0.2277327,0.11155665,1.0733149,-0.4979843,0.63389176,-0.13741481,-0.13140917,0.13607684,-0.6357746,0.72446036,0.78274834,1.140387,0.34017482,0.6015021,0.28347215,-1.0184639,-0.5756665,0.5625908,0.68268865,0.284945,-0.013678268,-1.3825244,0.52168834,0.5053821,0.23888347,0.6038096,0.9353426,0.7844129,-0.4209147,0.06832975,1.1261946,-0.29324314,-1.1657655,-0.98136455,-0.13190083,0.6621536,1.035475,0.3247991,-0.05572304,0.16591686,0.5742126,0.8958379,0.35282308,-0.32381898,-0.41111887,0.4734037,-0.19861837,0.49383512,0.38437527,0.6852797,-0.6467079,-0.22133166,-0.74167955,0.70730925,0.7435938,-0.48330647,1.3838677,0.1402825,0.18994987,-0.5543955,1.2544159,0.7359512,0.6482379,0.24636571,1.0430264,0.31698573,-1.1267905,0.64161056,0.34425035,0.0017007738,-0.5179399,0.4894186,0.50929344,-0.1433406,0.45935118,1.0840166,-0.3746674,0.95361614,-1.0352488,-0.08976275,0.20974761,-0.74281424,0.97747636,-1.5008339,-0.16161403,-0.24928576,-0.66208756,-1.0021327,-0.12986962,-0.3143779,-0.29077324,1.048707,0.41443035,-0.43863532,1.1704317,0
0.46165276,0.36693785,1.031662,0.29406205,-0.15096386,0.3022926,1.2305012,0.843257,0.71580005,0.565033,1.1892601,0.072366536,-0.44977748,-0.2997615,0.7844898,0.012153685,-0.25021058,0.019081939,-0.35317582,-0.8129813,-0.35535002,0.32465494,0.13368157,-1.3695592,0.73379546,-0.19176829,-0.27752498,-0.2582008,0.5741466,-1.2460558,0.08647897,-0.14943941,-0.17044947,0.41880795,1.0134597,-0.3470524,0.32471588,0.71240824,0.871638,1.1097783,1.1015922,0.07679096,-0.16300371,0.525288,0.36490053,0.8413312,-0.13420865,0.6040883,0.47002023,0.4396776,0.5986304,1.0411949,0.15531793,0.03298211,-0.20985092,0.3521656,-0.15424375,0.21389326,0.18127216,0.9677709,-0.23305589,-0.30395335,-0.8322221,0.5799045,0.6294209,-0.9722785,0.57690096,0.20068982,0.5323367,0.4285688,-0.5181225,0.23506445,0.2894153,0.93551105,0.57640517,0.44897372,1.3111666,1.281661,0.81472784,-0.39040917,-0.17470531,-0.856634,0.629883,-0.59863913,-0.98578,-0.24384257,-0.21793476,0.08575634,0.13592885,0.58049446,-1.0150943,0.38624188,1.3010523,-1.2565639,0.56608087,0.3200689,-0.868715,-0.232394,0.20494047,-1.2272779,-0.23102601,-0.858024,0.8423667,0.33214435,-0.16672206,0.41240162,0.37081146,0.48018944,0.4882592,1.2570946,1.2814974,-0.052489642,0.21495906,0.35376567,0.6965291,-0.17932685,0.6288368,-0.543025,-1.3066329,-0.46493667,-0.06881747,-0.24794644,1.0604491,0.026086003,-0.15754807,0.22246706,0.76628387,0.27168363,0
0.48089388,-0.90735674,0.35716638,1.0416193,0.39353776,0.9014347,-0.8551169,0.08366357,0.050955266,-0.16047412,-0.37356654,0.10804023,0.86804295,-0.14851937,0.46975935,-0.05837678,1.356377,-0.83416,-0.62168056,0.2167241,0.69273806,1.036366,0.92816997,0.26947245,0.43569386,-0.050308496,0.9199444,0.17524257,0.9308095,1.3294016,-0.7220945,-0.58135635,0.69809383,0.5608037,0.67954725,-0.64946675,0.7153786,0.83414143,0.9477053,0.21926892,-0.37094182,0.6217148,0.5885046,0.092970684,-0.41889215,0.0055556856,0.2661575,0.043712854,0.3535928,-0.2395025,0.42137763,0.018105544,-0.061244488,-0.49221656,0.7045765,0.6855726,-1.1167178,0.26621118,-0.8395265,0.048107885,0.41519848,0.9004364,0.084319785,-0.20822978,0.16947743,0.55725634,-0.5539659,0.7533932,0.6159247,0.21102661,0.376749,0.6831717,0.96849465,0.54587215,0.4280177,1.0650332,0.08143999,0.99038917,0.73988646,0.26938158,0.5818143,0.261558,0.13408828,-1.1935072,1.0447359,1.0041158,-0.73850524,-0.8142802,0.43555686,0.4565404,0.7875844,-0.27212632,0.25500718,0.41436666,0.79389817,0.054738685,0.05601123,0.5722941,0.32710975,-0.26279962,-0.56566083,0.2212561,-0.5499519,0.69467413,0.39409867,0.98690534,-0.57601154,0.7347797,-0.14536193,0.9213425,0.904395,-0.53504765,1.2284372,0.7515737,0.075842425,0.630715,0.054390542,-0.45890117,-0.7711061,0.060293198,0.4436901,-1.0475762,1.2208223,0.3308327,-0.05365651,0.16987231,-0.3335522,-0.7599295,1
1.1888456,1.1866379,0.2537435,1.2530322,0.14187519,0.41292608,0.90048796,-0.948004,0.95231414,0.47553867,-1.1489336,-0.9974985,0.52553797,-0.13716559,-0.46157235,0.9333877,0.35383433,0.46961182,0.72014445,1.0013702,0.6968582,1.166707,-0.13889483,-0.40026808,0.19395061,-0.07059541,0.6134567,0.9656882,-0.07110199,0.740376,0.22746226,0.8454483,0.717573,0.5571851,0.89401716,-0.49666908,-1.1836445,0.0747186,1.1789079,-0.065018445,0.69636345,0.91436905,-0.2527568,-0.7973854,0.45279473,-0.8103288,1.4998659,0.45829543,0.5299728,1.2312031,0.65583915,0.43507266,-1.3134552,0.67772835,-1.2371923,0.971833,0.058250204,0.9911237,-1.0769961,-1.0591235,1.0016074,0.43624595,-0.35113016,-0.86661583,0.85461473,-0.8049856,0.6847407,-0.2852412,-0.67592293,1.0002987,0.12682551,-0.17908868,0.6307357,0.38213038,-0.47050676,-0.5708029,0.9702303,0.76858115,0.6469632,-0.57381874,0.41160104,0.008427978,0.36638206,0.93807864,0.9743863,-0.022049166,-0.46672383,1.1550097,-0.39494407,-0.0001938492,0.2506424,-0.22214235,-0.036675557,0.476168,-0.6397046,0.30173707,0.83105356,1.4236217,-0.32588106,0.22439882,0.5274758,-0.089549154,1.2584946,0.78554225,0.17469317,0.44216782,0.23060843,0.972578,1.2805673,-0.31247318,-0.23992862,0.96188545,0.7429317,0.54516184,0.1618678,-0.8964226,-0.29322976,-0.20237795,-0.014577325,-0.8494966,-0.0061117876,0.507977,0.010382354,0.1413553,-1.0309677,0.77921367,-0.4089965,-0.8435454,1
